اسم السوبر ماركت,فترة سريان العرض,الفرع / الموقع,تاريخ تعديل ملف الفلاير,الفئة,اسم العلامة التجارية,اسم المنتج (الأساسي),الاسم بالعربية,العبارة الترويجية,الوحدة,السعر الأصلي,السعر الحالي,الخصم %,العملة,قيود العرض,اسم ملف الفلاير,اسم المجلد الفرعي,السعر المحسوب,__source_file__,solution_key,الفئة_الأصلية,الفئة_الجديدة,source_file,Unnamed: 23,,#CALC!,#N/A
المحلاوي ماركت,,,12/18/2025 19:23,أطعمة -مخبوزات وحلويات,,dozen luxury gateaux 12 pcs,دستة جاتوة لوكس 12 ق,offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,,,219.99,0,جنيه,,SIM92_F1_flyer_8639_page_11.jpg,,,merged_cleansed_output.xlsx,8639,Cakes & Pastries,أطعمة -مخبوزات وحلويات,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/18/2025 19:23,أطعمة -مخبوزات وحلويات,,luxury gateau 12 pcs,دستة جاتوة لوكس 12 ق,offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,,,219.99,0,جنيه,,SIM92_F2_flyer_8550_page_12.jpg,,,merged_cleansed_output.xlsx,8550,Bakery - Gateau,أطعمة -مخبوزات وحلويات,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/17/2025 16:39,أطعمة -لحوم طازجة,حلواني,helwany beef burger,حلواني بيف برجر,كيس offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,1 كجم - كيس,,219.99,0,جنيه,,20251217_F1_flyer_8606_page_17.jpg,,,merged_cleansed_output.xlsx,8606,Processed Meat,أطعمة -لحوم طازجة,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/17/2025 16:39,أطعمة -سكر,nocal,nocal sweetener sachets,نوكال 300 باكت تحلية + 100 باكت تحلية ملعقتين هدية,ملعقتين هدية offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,300 باكت + 100 باكت,,219.99,0,جنيه,,20251217_F1_flyer_8606_page_22.jpg,,,merged_cleansed_output.xlsx,8606,Sweeteners,أطعمة -سكر,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/17/2025 16:39,أطعمة مجمدة,حلواني,fried chicken meal,حلواني وجبة دجاج مقلي,بارد / حار offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,12 قطعة,,219.99,0,جنيه,,20251217_F1_flyer_8606_page_16.jpg,,,merged_cleansed_output.xlsx,8606,Frozen Food / Chicken,أطعمة مجمدة,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,MartVille,12/15/2025 13:18,ألعاب,,talking doll,عروسة صوت,offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,,,219.99,0,جنيه,,page_24.jpg,flyer_8550,,merged_cleansed_output.xlsx,8550,Toys,ألعاب,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/15/2025 13:18,أطعمة -حلوى,,luxury gateau dozen 12 pieces,دستة جاتوة لوكس 12 ق,offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,,,219.99,0,جنيه,,page_12.jpg,flyer_8550,,merged_cleansed_output.xlsx,8550,Cakes,أطعمة -حلوى,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,الشيخ زايد - اكتوبر - الحي العاشر - مدينة نصر - التجمع الخامس - مارت فييل - مسطرد - شبرا الخيمة - المنصورة - الدقهلية,12/15/2025 13:18,أطعمة -مشروبات,nescafe,nescafe classic,نسكافيه كلاسيك 200 جم بونش,offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,بونش,,219.99,0,جنيه,,page_4.jpg,flyer_8550,,merged_cleansed_output.xlsx,8550,Beverages,أطعمة -مشروبات,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,"['Sheikh Zayed', 'October', 'El Asher District', 'Nasr City', 'Fifth Settlement', 'Mart Ville', 'Mostorod', 'Shubra El Kheima', 'Mansoura', 'Dakahlia']",12/25/2025 21:57,أطعمة -مشروبات,power horse,power horse pomegranate energy drink,باور هورس مشروب طاقة رمان 250 مل كانز,offer المحلاوي ماركت الفئة أطعمة -مشروبات offer المحلاوي ماركت offer المحلاوي ماركت,250 ml can,,22.5,0,جنيه,,20251225_F1_flyer_8719_page_3.jpg,,,merged_cleansed_output.xlsx,8719,,,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/25/2025 21:57,أطعمة -مكرونة,ghalia,ghalia pasta varieties,غالية مكرونة انواع,offer المحلاوي ماركت الفئة أطعمة -مكرونة offer المحلاوي ماركت offer المحلاوي ماركت,كجم,,22.5,0,جنيه,,20251225_F1_flyer_8719_page_8.jpg,,,merged_cleansed_output.xlsx,8719,,,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/22/2025 16:48,أطعمة -مشروبات,domty,domty juice,دومتي عصير 1 لتر أنواع,أنواع offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,1 لتر,,22.5,0,جنيه,,SIM96_F1_flyer_8661_page_23.jpg,,,merged_cleansed_output.xlsx,8661,Juices & Drinks,أطعمة -مشروبات,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/22/2025 16:48,أطعمة -مشروبات,domty,domty juice,دومتي عصير 1 لتر أنواع,offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,1 liter,,22.5,0,جنيه,,SIM96_F2_flyer_8606_page_24.jpg,,,merged_cleansed_output.xlsx,8606,Beverages,أطعمة -مشروبات,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/18/2025 19:23,أطعمة -مشروبات,باور هورس,power horse energy drink pomegranate,باور هورس مشروب طاقة رمان,offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,250 مل كانز,,22.5,0,جنيه,,20251218_F1_flyer_8639_page_4.jpg,,,merged_cleansed_output.xlsx,8639,Beverages,أطعمة -مشروبات,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/18/2025 19:23,أطعمة -مكرونة,غالية,ghalia pasta assorted types,غالية مكرونة انواع,offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,كيلو,,22.5,0,جنيه,,20251218_F1_flyer_8639_page_12.jpg,,,merged_cleansed_output.xlsx,8639,Pasta,أطعمة -مكرونة,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/17/2025 16:39,أطعمة -زيوت ودهون,شيفى,chefy mix chicken / meat broth,شيفى ميكس مرقة الدجاج / اللحمه,الفئة أطعمة -زيوت ودهون offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,150 جرام,,22.5,0,جنيه,,20251217_F1_flyer_8606_page_20.jpg,,,merged_cleansed_output.xlsx,8606,Grocery,أطعمة -زيوت,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/17/2025 16:39,أطعمة -مشروبات,domty,juice,دومتي عصير 1 لتر أنواع,أنواع offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,1 liter,,22.5,0,جنيه,,20251217_F1_flyer_8606_page_24.jpg,,,merged_cleansed_output.xlsx,8606,Beverages,أطعمة -مشروبات,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/15/2025 13:18,أطعمة -مكرونة,ghalia,ghalia pasta (various types),غالية مكرونة انواع,offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,كيلو,,22.5,0,جنيه,,page_13.jpg,flyer_8550,,merged_cleansed_output.xlsx,8550,Pasta,أطعمة -مكرونة,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/17/2025 16:39,العناية الشخصية,flickers dent,toothpaste,فليكرز دنت معجون أسنان,offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,,28.95,22.5,22,جنيه,,20251217_F1_flyer_8606_page_74.jpg,,,merged_cleansed_output.xlsx,8606,Personal Care,العناية الشخصية,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/25/2025 21:57,أطعمة -مشروبات,power horse,power horse energy drink pomegranate,باور هورس مشروب طاقة بالرمان 250 مل,بالرمان 250 مل offer المحلاوي الفئة أطعمة -مشروبات offer المحلاوي ماركت offer المحلاوي ماركت,مل,,22.99,0,جنيه,,20251225_F1_flyer_8724_page_16.jpg,,,merged_cleansed_output.xlsx,8724,,,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/25/2025 21:57,أطعمة -حبوب وبقوليات,قرنفلية,qaranfeliya rice,قرنفلية ارز 1 كجم,offer المحلاوي الفئة أطعمة -حبوب وبقوليات offer المحلاوي ماركت offer المحلاوي ماركت,1 kg,,22.99,0,جنيه,,20251225_F1_flyer_8724_page_12.jpg,,,merged_cleansed_output.xlsx,8724,,,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/17/2025 16:39,أطعمة -زيوت ودهون,سمحة / قرنفلة,samha / qronfola rice,سمحة/ قرنفلة ارز,الفئة أطعمة -زيوت ودهون offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,1 كجم - كيس,,22.99,0,جنيه,,20251217_F1_flyer_8606_page_20.jpg,,,merged_cleansed_output.xlsx,8606,Grocery,أطعمة -زيوت,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/17/2025 16:39,أطعمة -حبوب وبقوليات,,egyptian rice fine,ارز مصري رفيع,الفئة أطعمة -حبوب وبقوليات offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,,,22.99,0,جنيه,,20251217_F1_flyer_8606_page_13.jpg,,,merged_cleansed_output.xlsx,8606,Grains,أطعمة -حبوب,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/17/2025 16:39,أطعمة -صلصات وتوابل,giardino,ketchup sauce 280g,جاردينو كاتشب ديوباك 280 جم,offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,جم,,22.99,0,جنيه,,20251217_F1_flyer_8606_page_32.jpg,,,merged_cleansed_output.xlsx,8606,Sauces,أطعمة -صلصات وتوابل,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/15/2025 13:13,أطعمة -مشروبات,pepsi/sprite,pepsi/sprite soft drinks,بيبسي انواع 2.43 لتر,offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,لتر,,22.99,0,جنيه,,page_14.jpg,flyer_8508,,merged_cleansed_output.xlsx,8508,Drinks,أطعمة -مشروبات,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/25/2025 21:57,العناية بالفم,closeup,closeup everfresh toothpaste,كلوز اب معجون اسنان 50مل,NEW offer المحلاوي ماركت الفئة العناية بالفم offer المحلاوي ماركت offer المحلاوي ماركت,مل,26.93,22.99,14,جنيه,,20251225_F1_flyer_8719_page_24.jpg,,22.8905,merged_cleansed_output.xlsx,8719,,,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/17/2025 16:39,العناية بالبشرة والنظافة,byphasse,byphasse soft toner lotion for face pink (alcohol-free) with rose water,byphasse سوفت تونر لوشن للوجه 500 مل بينك (بدون كحول) بماء الورد,بينك (بدون كحول) بماء الورد offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,مل,,220,0,جنيه,,20251217_F1_flyer_8606_page_59.jpg,,,merged_cleansed_output.xlsx,8606,Skin Care,العناية بالبشرة والنظافة,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/17/2025 16:39,العناية بالبشرة والنظافة,byphasse,byphasse soft toner lotion pink (alcohol-free) with rose water,بيفاس سوفت تونر لوشن للوجه 500مل بينك (بدون كحول) بماء الورد,500مل بينك (بدون كحول) بماء الورد offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,مل,,220,0,جنيه,,20251217_F1_flyer_8606_page_71.jpg,,,merged_cleansed_output.xlsx,8606,Skin Care,العناية بالبشرة والنظافة,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/17/2025 16:39,البيبي (مستلزمات),bonny,bonny diapers jumbo size 1 new born pack (58+2 pcs)*3,جديد بوني جامبو قياس 1 new born تعبئة (58+2 ق)*3,offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,عبوة,,220,0,جنيه,,20251217_F1_flyer_8606_page_49.jpg,,,merged_cleansed_output.xlsx,8606,Diapers,البيبي (مستلزمات),merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/25/2025 21:57,أطعمة -فراخ وطيور,atyab,pane,اطياب بانيه دجاج 1 كجم,بانيه دجاج مقرمش offer المحلاوي الفئة أطعمة -فراخ الفئة أطعمة -فراخ وطيور offer المحلاوي ماركت offer المحلاوي ماركت,1 kg,,224.95,0,جنيه,,20251225_F1_flyer_8724_page_9.jpg,,,merged_cleansed_output.xlsx,8724,,,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/25/2025 21:57,أطعمة مجمدة,اطياب,beef burger,اطياب بيف برجر 1 كجم,offer المحلاوي الفئة أطعمة مجمدة offer المحلاوي ماركت offer المحلاوي ماركت,1 كجم,,224.95,0,جنيه,,20251225_F1_flyer_8724_page_10.jpg,,,merged_cleansed_output.xlsx,8724,,,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,Hyper El Mahlawy,12/15/2025 13:13,أطعمة -الألبان ومنتجاتها,katilo,katilo baramili/istanbul natural cheese,قتيلو جبن براميلي/اسطنبولي طبيعي,offer المحلاوي EL MAHALAWY STORES offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت offer المحلاوي ماركت,جم,,224.95,0,جنيه,900 جم,page_7.jpg,flyer_8508,,merged_cleansed_output.xlsx,8508,Dairy,أطعمة -الألبان ومنتجاتها,merged_cleansed_output.xlsx,,,,
المحلاوي ماركت,,,12/26/2025 15:48,العناية بالبشرة والنظافة,kamena,hand clean liquid hand soap,كامينا هاند كلين روائح مختلفة,offer المحلاوي ماركت الفئة العناية بالبشرة والنظافة offer المحلاوي ماركت,4 لتر,255.63,224.95,12,جنيه,,20251226_F1_flyer_8734_page_28.jpg,,224.9544,merged_cleansed_output.xlsx,8734,,,merged_cleansed_output.xlsx,,,,
